user_id,session_id,amount_deviation,time_of_day_deviation,session_retry_deviation,sim_swap_risk,label
ab398905-d76c-4ef9-af40-fcef1bca44ec,412c6e94-ec29-4e8e-9caa-17f63d93cf65,1.281995882295655,0.5,0.5,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,3755d6fa-9d06-4f77-b211-1c8bb1d578ec,1.3892464847441033,0.4166666666666667,0.0,0.2,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,c349c10f-4a13-499b-94a4-6595348ab8e9,1.3979872335437777,0.4166666666666667,0.5,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,c32b4cc6-5c25-45b5-bb1d-e9e1d314db4d,0.9881369222780652,0.25,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,67cae679-3839-43b7-ae12-bc8ab14daf49,1.328662477457274,0.9166666666666666,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,cc6591b5-5f63-4299-aedd-42e73a38a53e,0.9694323580847688,0.5,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,66a85561-99b1-4b9f-ae52-3820e7f61980,0.7867160219501563,0.08333333333333333,0.0,0.6,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,83da98d7-6e13-49fc-b91d-8952d97f3515,1.061492534284113,0.08333333333333333,0.0,0.6,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,a21370d1-3518-4a68-b83d-f62b2415a305,0.9381851041780224,0.5833333333333334,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,ff06e1e8-bd4c-4c9d-8fed-a283264902b0,1.362798712250671,0.9166666666666666,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,d17e4a91-5e9e-4559-bd18-e8ce020cfed6,1.038004394603507,0.75,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,df603b9c-642a-4654-b50c-19f0086e1e1e,0.2762747203377766,0.75,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,7873298f-9325-489b-8b46-2e827fe0c01d,0.4840823285996519,0.4166666666666667,0.0,0.6,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,8aeb7f2e-5399-4cd9-971c-58dfc2d15449,1.1733711624298246,0.6666666666666666,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,1d63c2b7-bac0-4ea7-8099-b4e68e35f737,1.167917212772179,0.5833333333333334,0.5,0.2,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,b0f38828-4922-4fb9-8eb3-e8a38eb17a41,1.2539654108225913,0.5833333333333334,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,b94b2608-13c6-456e-9562-a3bf47306272,0.5516299432417916,0.9166666666666666,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,54fbae85-daae-4e3c-8131-47de2ba9c231,1.003111256123354,0.5,0.5,0.6,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,9e1354fd-5259-44f2-b70d-5d8090b29706,0.30565609273971767,0.4166666666666667,0.5,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,93fb9bbf-d199-4ca2-9cc9-4112d0c4acba,1.608325227632887,0.5,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,7b6b57db-d3e9-470a-af95-bc167034e115,0.34337284057105116,0.75,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,3853d963-c4d2-46ac-b206-29f6355f52da,1.072938722216743,0.75,0.0,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,57445464-73cb-430e-b7e4-4a93a08933c9,0.8232970374026083,0.25,0.5,0.6,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,92cd8f2e-6a83-4445-910b-c07b9b97ef3b,1.4067674168484126,0.4166666666666667,0.5,0.0,0
ab398905-d76c-4ef9-af40-fcef1bca44ec,bd28f7ad-503a-4f14-8aca-c41b88bf2043,0.9282947324307886,0.25,0.0,0.6,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,e26ee7b8-cd89-49b3-9b04-bf6615597eba,2.8347169759857023,0.3333333333333333,0.0,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,62024266-27c5-4e2f-ac74-86c26544ca1b,4.273531129396181,0.5,0.5,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,c7dbd8b7-7693-46c3-a909-92cfd3435e6d,1.888821093864142,0.5,0.0,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,6d3d3020-70de-4afe-8c6e-626b03139231,2.5967407168028047,0.4166666666666667,0.5,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,b83e6533-576b-4016-bd9f-108ded0335c4,2.0808731643412317,0.3333333333333333,0.5,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,d2df0da5-0e78-4e96-8d2e-ba1c59337b69,2.4588263099588157,0.4166666666666667,0.5,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,7794c233-1474-455e-be26-37e8bffc5a9b,3.5748544765123036,0.5833333333333334,0.0,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,bd982010-edd5-4c10-bdb5-1d14727795d9,2.6352435550873863,0.6666666666666666,0.0,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,badfc2c1-36f8-4c15-9b95-315494126353,3.509694085961982,0.4166666666666667,0.0,0.6,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,76ba1154-0999-44e8-9d20-e3a4be401381,2.481206181151036,0.4166666666666667,0.0,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,a9929073-71c1-44dc-8159-8b53d90416c2,2.2429051071365564,0.5,0.5,0.0,0
82d2db83-ed8d-46ba-859c-1c5aafa052a8,abb29803-d3a2-4978-8e38-e8b6539b4e36,2.506828696842942,0.6666666666666666,0.5,0.0,0
